TRAINING PASS # 9
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0081392 0.909737 0.101199 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0205899 0.965414 0.0138155 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0286794 0.964579 0.00867224 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00840131 0.91818 0.0905389 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0198005 0.965271 0.014664 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0136997 0.961589 0.0267545 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0214845 0.965562 0.0129489 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.038132 0.960555 0.00616432 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0151354 0.963202 0.0225035 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00322353 0.0260164 0.96817 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0032558 0.026977 0.966878 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00322564 0.0260714 0.968093 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00322315 0.0260069 0.968183 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00322313 0.0260053 0.968185 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00323154 0.0262412 0.967863 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00323446 0.0263266 0.967747 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00324346 0.0265945 0.967387 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00322509 0.0260558 0.968114 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00323794 0.026424 0.967614 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 379
PREDICTED RESULTS: 0.981719 0.0205902 2.9335e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.969861 0.0343886 4.19872e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980595 0.0219115 3.05905e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978712 0.0241159 3.26654e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978693 0.0241366 3.26858e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978879 0.0239203 3.24815e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981535 0.0208065 2.95414e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980149 0.0224344 3.10848e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.9818 0.020495 2.92443e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981006 0.0214286 3.01323e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00731366 0.893094 0.127672 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0132514 0.961635 0.0271223 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0251827 0.964647 0.0101118 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.030277 0.96314 0.00795663 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.013066 0.961317 0.0278374 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0249111 0.96466 0.0102707 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0197338 0.96473 0.014397 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0260583 0.964597 0.00962821 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0370754 0.959402 0.0063339 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0209964 0.964818 0.0131339 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00315506 0.0257644 0.96926 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00323928 0.0289439 0.965327 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00315928 0.0258974 0.969088 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00315425 0.0257397 0.969292 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00315415 0.0257353 0.969297 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00317412 0.0264009 0.968451 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00317945 0.026588 0.968216 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00320446 0.0275159 0.967065 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00315864 0.0258766 0.969115 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00318872 0.0269164 0.967804 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 389
PREDICTED RESULTS: 0.981853 0.0194617 2.94159e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.970057 0.0325607 4.20639e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98074 0.0207095 3.06663e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978865 0.022803 3.27435e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.978843 0.0228263 3.27675e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979035 0.0226132 3.25553e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98167 0.0196672 2.96227e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980297 0.0212052 3.11604e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981933 0.0193725 2.93263e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981147 0.0202542 3.02107e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00711105 0.888586 0.131795 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0129884 0.961313 0.0269092 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0244291 0.964247 0.0101956 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.029298 0.962743 0.00804993 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0127685 0.960946 0.0277624 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0243675 0.964238 0.0102351 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0193569 0.964354 0.0142788 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0253007 0.964192 0.00969622 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0357139 0.959049 0.00644467 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0205083 0.964426 0.0131102 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00309345 0.0243114 0.971012 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00316535 0.0267048 0.96796 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0030972 0.0244162 0.970872 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00309278 0.0242934 0.971036 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00309269 0.02429 0.97104 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00310972 0.0247926 0.970381 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00311411 0.0249289 0.970204 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00313677 0.0256724 0.969253 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00309679 0.0244042 0.970888 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00312401 0.0252408 0.969801 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 399
PREDICTED RESULTS: 0.982155 0.0182723 2.9756e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.970361 0.0307391 4.27343e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98105 0.0194509 3.10316e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979168 0.0214502 3.31731e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97914 0.0214793 3.3205e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979348 0.0212603 3.297e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98197 0.0184691 2.99699e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980607 0.0199226 3.15393e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982232 0.0181897 2.96663e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981452 0.0190228 3.0569e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00538387 0.662048 0.380284 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00960594 0.952857 0.0460587 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0209128 0.963359 0.012614 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0269615 0.961976 0.00894666 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00961117 0.952716 0.0461244 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0211497 0.963339 0.0124141 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0155304 0.962569 0.0196993 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0219109 0.96337 0.0117839 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0339924 0.958119 0.00683415 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0166424 0.962924 0.0177094 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00305608 0.0246524 0.970787 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00309347 0.0260461 0.969075 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305847 0.0247314 0.970687 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305572 0.0246411 0.970802 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305568 0.0246389 0.970804 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0030649 0.0249593 0.970404 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00306751 0.0250535 0.970288 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00308032 0.0255308 0.969702 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305823 0.0247228 0.970698 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00307491 0.0253215 0.969956 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 409
PREDICTED RESULTS: 0.982526 0.0178286 2.83617e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.970851 0.030129 4.07838e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981439 0.0189839 2.95764e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979571 0.0209621 3.16339e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979538 0.0209965 3.16705e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979755 0.0207671 3.14316e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982342 0.0180236 2.85677e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981 0.0194492 3.00628e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.9826 0.0177488 2.82775e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981833 0.0185659 2.91375e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00513448 0.595487 0.436187 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00913028 0.951035 0.0481336 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0201677 0.963845 0.012439 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0264591 0.962553 0.00859112 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00914688 0.950957 0.0480692 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0207357 0.96383 0.0119507 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0149967 0.962874 0.0194588 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0212239 0.963878 0.0115414 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0334937 0.95878 0.0065235 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0160147 0.963258 0.0175702 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00304129 0.0247587 0.970116 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00307294 0.0259463 0.968625 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00304349 0.0248323 0.970021 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00304099 0.0247493 0.970129 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00304096 0.0247473 0.970131 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00304881 0.0250243 0.969778 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305097 0.025103 0.969679 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00306262 0.0255417 0.969129 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00304336 0.0248277 0.970027 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00305881 0.0253914 0.969315 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 419
PREDICTED RESULTS: 0.982768 0.0172908 2.85436e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.971306 0.0291435 4.09538e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981703 0.0184019 2.97554e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979872 0.0203049 3.18083e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.979839 0.0203385 3.18454e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980053 0.0201176 3.16068e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982588 0.0174783 2.8749e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981273 0.0188495 3.02407e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982841 0.0172141 2.84598e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982089 0.0179995 2.93173e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00553811 0.760017 0.280376 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00978538 0.956294 0.0395063 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0205703 0.963861 0.0118725 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0261982 0.962486 0.00857972 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00972562 0.955946 0.0400791 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0211639 0.963819 0.0114016 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0157417 0.96337 0.0176517 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0215782 0.963852 0.011077 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0326225 0.958834 0.00666345 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.016697 0.963598 0.0161417 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00300289 0.0245837 0.97073 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00303839 0.026006 0.968993 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00300531 0.0246698 0.970622 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00300258 0.0245732 0.970744 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00300253 0.0245705 0.970746 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0030112 0.0248951 0.970344 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00301359 0.0249878 0.97023 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00302699 0.0255257 0.969574 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00300519 0.0246656 0.970627 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0030227 0.0253456 0.969791 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 429
PREDICTED RESULTS: 0.983072 0.0171555 2.74678e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.971749 0.0289828 3.94032e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982025 0.0182587 2.86286e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980214 0.0201598 3.06067e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980178 0.0201969 3.06459e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980397 0.0199689 3.04085e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982894 0.017343 2.7666e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981601 0.0187051 2.90955e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983143 0.0170802 2.73884e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982404 0.0178603 2.821e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00549717 0.763477 0.272991 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00971156 0.957298 0.0377746 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.020435 0.964795 0.0113029 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0260149 0.963469 0.0081724 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0096534 0.956965 0.0383132 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0211269 0.964749 0.0107795 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0156981 0.964307 0.016715 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0214399 0.964788 0.0105428 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0322556 0.959969 0.00638266 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0166161 0.964525 0.0153323 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0029854 0.0246107 0.970464 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00301821 0.0259216 0.968841 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00298772 0.0246935 0.970358 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00298512 0.0246015 0.970476 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00298507 0.0245987 0.970479 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00299307 0.0248983 0.970103 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00299539 0.0249885 0.96999 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0030082 0.0255023 0.969355 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0029876 0.0246893 0.970364 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00300459 0.0253502 0.969541 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 439
PREDICTED RESULTS: 0.983261 0.0168538 2.76657e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.972196 0.0283302 3.95018e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982238 0.0179238 2.88164e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980476 0.0197615 3.0771e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980443 0.0197955 3.08078e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98065 0.0195807 3.05791e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983088 0.0170346 2.78611e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981825 0.0183559 2.92784e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983331 0.0167804 2.75865e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982609 0.0175365 2.84006e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00580724 0.84103 0.192608 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0102778 0.960055 0.0328578 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0209108 0.965206 0.010728 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0258919 0.963865 0.00808426 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0101843 0.959746 0.0334737 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0213762 0.965158 0.0104012 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0162693 0.964968 0.0154976 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0217992 0.96518 0.0101045 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0316256 0.960503 0.00644534 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0172004 0.96512 0.0142576 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00294531 0.0239737 0.971604 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00298024 0.0253453 0.969921 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00294768 0.0240565 0.971499 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00294503 0.0239647 0.971615 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00294496 0.0239612 0.971619 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00295333 0.0242675 0.971238 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00295615 0.0243746 0.971106 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00296947 0.0248996 0.970462 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00294741 0.0240468 0.971511 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00296505 0.0247177 0.970683 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 449
PREDICTED RESULTS: 0.983486 0.0160969 2.82706e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.972558 0.0270464 4.03525e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982479 0.0171145 2.94423e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.98074 0.0188662 3.14368e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980706 0.0188997 3.14757e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980913 0.018693 3.12401e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983316 0.0162692 2.84698e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982071 0.0175261 2.99136e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983555 0.0160274 2.81902e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982844 0.0167464 2.90192e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.00776409 0.947227 0.0586646 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.013797 0.963629 0.0198839 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.022741 0.964222 0.0095615 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0262152 0.962881 0.00799048 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0133665 0.963363 0.0209166 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0230973 0.96415 0.00936199 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0192864 0.964574 0.0120515 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0234172 0.96416 0.00917457 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0309242 0.959709 0.00667335 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.0200062 0.964535 0.0114387 
EXPECTED RESULTS: 0 1 0 
PREDICTED RESULTS: 0.00290748 0.0233675 0.972501 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00297348 0.0262468 0.969075 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00291127 0.0235074 0.972329 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00290704 0.0233522 0.97252 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00290687 0.0233449 0.972528 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00292168 0.0239166 0.971832 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.0029263 0.0241041 0.971606 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00295176 0.0252095 0.97029 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00291099 0.0234968 0.972341 
EXPECTED RESULTS: 0 0 1 
PREDICTED RESULTS: 0.00294193 0.0247631 0.970817 
EXPECTED RESULTS: 0 0 1 


TRAINING PASS # 459
PREDICTED RESULTS: 0.983707 0.0154454 2.86237e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.97266 0.026185 4.11089e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982699 0.0164339 2.98252e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980935 0.0181577 3.18959e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.980895 0.0181964 3.1943e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.981117 0.0179802 3.16833e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983534 0.0156151 2.88309e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.982287 0.0168376 3.03128e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983774 0.0153792 2.8543e-005 
EXPECTED RESULTS: 1 0 0 
PREDICTED RESULTS: 0.983061 0.0160788 2.93944e-005 
